date,source,generation,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
20210101,Solar,219.9548739631707,10.612775784753858,18.919570990915744,16.477537910587294,8.827337037409597,11.02700386300955,7.32003634316232,10.068342287704573,4.565273378416361,15.820567618557849,10.769226608389921,10.588878487296954,10.528562597666975,4.243074609356077,12.165429450827142,13.88764331391514,11.554141326317621,6.316948554478392,1.0525652238643457,11.417600099425277,15.073001076405227,10.228989920302247,13.390003010435862,2.489640217717036,9.963013290533526
20210101,Wind,181.0414972644933,7.421829829598364,5.520150163816479,13.688933781449585,19.83683055545747,13.963825718221878,9.462576411721862,4.057822044703773,16.606855528332876,10.164097564649005,11.60739167653794,13.397422669966637,9.169042466194556,4.990592203689124,24.006103625451942,7.451766303980207,8.677990700396471,10.594264385638937,13.060985074424565,13.64818853587448,4.026716784777107,7.523877306092614,19.683184317273625,10.749591694075487,0.6379822419661552
20210102,Solar,119.1101863259486,16.843117113492553,7.082532032651181,17.834894236849966,5.903762436356656,7.06882212800135,7.476683129175959,1.7463943322131403,4.873352246159745,8.153298543006573,15.813614598271888,18.05386746132693,15.113207887669573,10.395862415251539,19.2187051508331,12.921521619692992,11.551499648009328,21.28389262993762,6.781419995451413,12.665406000353787,12.035176058791063,11.30737537658933,17.278912178617183,6.939721324135703,2.5683799916884142
20210102,Wind,125.1432988065032,6.52748419307595,4.081911684018021,25.683430241611365,15.869641236774047,10.594932106975032,23.009170939190803,5.2650736026519285,3.74264718819303,3.159175927715289,1.5941832094833819,0.2173001270588626,11.686824995738995,12.206695425720838,14.23196883766576,12.606121348410435,6.423787561230854,17.11771332284177,7.361706080209876,1.396032604131171,12.943102196958021,8.819982754593243,10.153434480084607,14.098081841526142,14.236364223248112
20210103,Solar,113.62675967728603,11.144246040479537,13.060809631976769,17.157265103939277,17.9236982152256,9.272692053650385,12.561376707888648,12.05510527446168,9.16737993648487,6.527027965043563,8.372703985486561,0.0,0.0,5.535987721316843,6.962547825549911,9.896769342849058,8.531589424804649,12.683250044932336,11.80980186556621,9.818224656816525,2.075185191473725,17.261561018980245,12.466698170291133,16.477670650119578,15.787612218404858
20210103,Wind,210.87740109753577,16.759786526992293,16.01598679071188,14.628334739539307,10.227332631165968,18.311833348052424,20.005113694296682,12.020578554932598,3.6035125110520783,16.039727848761473,12.749239178399966,18.150397160467577,14.968361722309812,5.255345084494461,9.160335106418184,6.513319979673512,9.723642832241545,8.97912621120626,15.527032858008763,12.587861070728096,15.960349520116797,7.863051875213838,11.237145449559863,14.208102577784578,0.0
20210104,Solar,129.74745235272235,5.818307501676862,15.901589195888125,3.4375182418749106,6.600760326732745,14.257740676322623,17.46325589417002,10.483269583437199,17.80970268095688,10.989782433495902,18.755917565060642,10.285683802917138,3.3154786839584394,10.690560550205728,15.580231931005704,11.99430805323073,7.371555506537698,11.897223211532351,1.6931197533635634,14.743282050741044,11.045799612677326,24.29854649969418,14.547282031745288,19.530154453146103,11.668646223462787
20210104,Wind,110.07636016001838,14.14611792818556,3.7599470555316996,4.068888692444785,12.564097818291128,13.045798058741957,6.80376933274807,14.958068302704387,8.846483651584725,9.501060932865117,9.805861363827775,10.547543814274274,9.941398331936025,10.55574949592398,13.747531346205182,5.82044341884961,17.793600549594945,10.946223446152052,10.287863104378774,12.140838637557305,15.612872361726417,18.198385692528433,18.71050008695396,13.765229092309795,11.344916479543214
20210105,Solar,165.988902056341,12.602803979219349,12.4989586524848,11.800950921826107,10.97495146049748,1.4165313301728255,10.187802337099058,14.427916171067173,0.0,16.478118912962778,7.02827145995259,12.50647894319226,7.7925679259232306,6.498806310480651,10.414586948755984,15.252869501763234,7.924085432284698,10.914540699068848,19.958732762159258,12.443288981670648,8.472324754012872,4.336976684057557,7.152056040744767,14.994485741673655,5.98727154475923
20210105,Wind,145.14164468137483,9.802417288842195,17.168750171071178,1.5096192604021774,5.704480099048458,10.864186633837916,7.8258768946271156,11.021906710351388,10.99974259062521,15.448012336729924,20.134943781000246,9.065701590914673,6.796707119313316,19.143601613037468,10.709562044267509,6.391753117022547,20.4125990709437,5.6229636879105245,4.505095264839713,8.809345215113131,12.421103429874258,16.25830412067214,7.33799206940912,6.029790828688743,6.039074873557754
