date,temperature,humidity,windspeed,precipitation
2021-01-01,8.19635675025959,60.76734643031471,7.229557653426488,0.1335429894491795
2021-01-02,7.842253699074942,71.60580839335819,1.8784363831916253,3.203037290889945
2021-01-03,8.54891840769396,46.904013962554224,4.651293681371307,2.1224951366284857
2021-01-04,25.446323555177074,87.00329588140815,0.1260702274134533,2.307601421042333
2021-01-05,14.43445184175649,52.582675100096004,3.209873509841631,0.5622031808289157
2021-01-06,19.211882912815156,75.29940815773236,3.2241238562469503,0.28013743641965994
2021-01-07,15.894481196838285,70.36752991831565,3.182012061089564,1.2032463038410217
2021-01-08,35.0,49.68370505754392,7.223559526541521,0.5522682058788031
2021-01-09,24.964200772421915,60.242635016821744,1.328234668056644,3.0371411604351595
2021-01-10,14.824306399086419,80.46206808600756,3.552257158450468,1.5184028065232293
2021-01-11,12.359783780682008,51.94682809540513,5.509639513400366,0.2832154242624565
2021-01-12,8.03460982837882,62.6591461383464,1.3695153856454074,0.43694983249494435
2021-01-13,5.267872659460813,37.41505220955035,2.2330533937018067,4.358123063082807
2021-01-14,3.030931977191358,65.39380390825302,6.230447708223543,1.9972664049716706
2021-01-15,24.82049829973566,53.93210842808426,6.689933642304684,1.023506953094253
2021-01-16,6.0499559637170774,67.85793051765918,3.1334511502468083,2.5514865083004037
2021-01-17,21.420342938816407,47.334369944276375,5.715011183562564,3.309637844010793
2021-01-18,9.964758841462217,64.7958148199166,7.113534577478022,0.24302929353338124
2021-01-19,7.489082779254917,54.74628225812251,3.185638479536279,3.6900801882121863
2021-01-20,11.697390994161351,20.431259165267083,5.5832974447384505,5.857850851254059
2021-01-21,,61.317967807935474,3.154389152237247,
2021-01-22,35.0,78.91614194101457,1.2935488627785645,0.7833444372937108
2021-01-23,11.335046118875098,43.55341884829818,4.0072325378925,0.3676888422213409
2021-01-24,10.418210139906664,50.33159612561786,3.511107672133202,1.1240728444841175
2021-01-25,24.55010227829858,79.88020600110288,2.146761971983954,0.4972280582118253
2021-01-26,16.526953772449648,68.34723931388879,3.321439141236363,0.9000681225827812
2021-01-27,,55.066200523672535,3.5463952868575626,
2021-01-28,19.907819451460078,64.43644621121176,4.557363797246486,0.007203841435992548
2021-01-29,22.675201166244857,50.61494356403591,6.079005554297911,0.03847043682192604
2021-01-30,12.599832336417114,97.0720582311858,6.081446705547337,1.446819574701415
2021-01-31,12.879380717266123,73.30300996368457,3.826943125987497,1.441370600285631
2021-02-01,32.14977333744509,85.63211053996528,2.9060320979091943,0.07348099734743946
2021-02-02,6.791485709884855,61.378701543019446,6.679742704771682,2.4043767385944266
2021-02-03,9.599652184704471,40.892470796241206,3.800619454584076,0.05450297041738184
2021-02-04,10.374598918340734,67.55007991647504,2.805783979654162,1.3332819278203663
2021-02-05,31.990546553386213,78.82668397997998,4.340323115443053,1.0057562930203636
2021-02-06,-4.766756203180844,79.45700592680171,0.348408029227528,4.291171482026299
2021-02-07,23.224099147775956,34.68507180799706,3.060632198818256,1.718237624567598
2021-02-08,14.705012902588683,63.1713547533806,2.9251816905858314,3.4566872200253584
2021-02-09,,36.031325749003926,2.420808368214625,
2021-02-10,18.556290997268604,51.21144940887977,4.760109648377946,0.3905770981270554
2021-02-11,-6.513873183048173,68.78131632857536,6.155083061193125,0.12961068858593505
2021-02-12,31.114885094335254,79.9707904540134,7.385110884133667,2.9786589081096237
2021-02-13,12.63990623839521,63.33725883961386,3.008569913293506,1.9971427807476652
2021-02-14,-5.406867182288306,42.783813466080844,3.4344331141906475,2.011029786865453
2021-02-15,10.945745830355136,68.99056152566187,2.6405659048525387,0.7603474810349905
2021-02-16,15.361026057455824,47.23692842327472,5.076247707234942,0.21615970702714002
2021-02-17,4.508498772025378,55.61518155654656,0.2649645904571991,2.554585883370831
2021-02-18,-0.3139606433091724,61.356608772717834,3.221618397237033,1.5676097986035125
2021-02-19,17.96591569338166,49.95217706611081,4.582969003000212,1.3922984452780083
2021-02-20,2.561815144139341,69.54676287038913,2.7537676869688914,2.663415724921012
2021-02-21,4.740458555909055,71.2868738326709,3.1420361774661205,8.951137732760067
2021-02-22,28.573367525589177,75.42278910123133,5.982746382729656,2.695889176389166
2021-02-23,11.694449801997912,81.37998651342458,3.886438728629961,5.454155036691198
2021-02-24,2.8279768714964693,57.85238645909934,6.389363643117061,1.0167694813851331
2021-02-25,6.0441756837268565,41.59567121161923,7.274683722186814,4.567123895906555
2021-02-26,18.86207525772929,43.04171946802948,5.061346733126627,2.5991180205536066
2021-02-27,19.219196894324984,86.02739112901307,3.4184618616597127,0.9294007896157274
2021-02-28,21.657130219881914,84.22934654402547,7.163297288531571,1.422326413254075
2021-03-01,23.04276998016908,80.07548328469616,0.0,0.45228723562585227
2021-03-02,18.335231855728974,51.21740213596107,0.8967032965193389,0.16967566478901872
2021-03-03,21.08021359747988,85.32156508379235,5.540705327591249,1.2600959550617383
2021-03-04,10.24385629124184,57.45473864914585,8.948528914086014,9.98608639248212
2021-03-05,3.8217996864880166,65.14614874771402,5.365073992172977,4.087361404786074
2021-03-06,28.579631082185003,72.3965311326521,4.369527306386047,0.033509975590010226
2021-03-07,23.802546380391803,78.91825569034259,3.067051973346888,7.002575675777876
2021-03-08,12.185641533009232,68.11845100625553,5.112418104410149,1.2657543457977511
2021-03-09,8.356336783273768,80.62515946688683,6.316191610817102,0.3942583745392107
2021-03-10,35.0,60.199259173091974,5.497485754332478,4.927451134722277
2021-03-11,,56.95690500504311,4.12563619879409,
2021-03-12,17.272297251394964,55.19490862396861,6.067011107321173,3.7535834377730244
2021-03-13,8.297589577749438,42.759400206913426,4.610067604628743,1.941935149912327
2021-03-14,10.888100776211513,20.0,5.020088413180253,0.5399113999766063
2021-03-15,7.49768658377477,75.62137544476865,5.941516163426806,0.5514076688981423
2021-03-16,,56.48828246839771,2.1318229250263645,
2021-03-17,,71.14716457208651,3.9552159833291545,
2021-03-18,,68.97418681558379,4.22770702198906,
2021-03-19,8.353753612702972,62.3714318636212,1.598539074711948,2.7953374378293763
2021-03-20,35.0,74.16725303123822,1.8205731775840412,3.468829923396101
2021-03-21,17.83300645747499,76.07258041919663,2.748276516671286,1.059978733950628
